date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:03:31	17875/17875	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:50%20GMT	http://websmirno.site/voicer/img/project-1.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/project-1.jpg	(from http://websmirno.site/voicer/)
16:03:32	17766/17766	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:51%20GMT	http://websmirno.site/voicer/img/project-3.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/project-3.jpg	(from http://websmirno.site/voicer/)
16:03:33	25582/25582	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:50%20GMT	http://websmirno.site/voicer/img/project-2.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/project-2.jpg	(from http://websmirno.site/voicer/)
16:03:34	17875/17875	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:52%20GMT	http://websmirno.site/voicer/img/project-4.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/project-4.jpg	(from http://websmirno.site/voicer/)
16:03:35	25582/25582	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:53%20GMT	http://websmirno.site/voicer/img/project-5.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/project-5.jpg	(from http://websmirno.site/voicer/)
16:03:35	17766/17766	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:53%20GMT	http://websmirno.site/voicer/img/project-6.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/project-6.jpg	(from http://websmirno.site/voicer/)
16:03:41	45886/45886	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:35%20GMT	http://websmirno.site/voicer/img/news-1.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/news-1.jpg	(from http://websmirno.site/voicer/)
16:03:41	32697/32697	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:35%20GMT	http://websmirno.site/voicer/img/news-2.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/news-2.jpg	(from http://websmirno.site/voicer/)
16:03:42	45338/45338	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:35%20GMT	http://websmirno.site/voicer/img/news-3.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/news-3.jpg	(from http://websmirno.site/voicer/)
16:03:43	70834/70834	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:16%20GMT	http://websmirno.site/voicer/img/clients-bg-2.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/clients-bg-2.jpg	(from http://websmirno.site/voicer/)
16:03:44	1055/1055	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:54%20GMT	http://websmirno.site/voicer/img/quote.png	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/quote.png	(from http://websmirno.site/voicer/)
16:03:47	32697/32697	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:36%20GMT	http://websmirno.site/voicer/img/news-5.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/news-5.jpg	(from http://websmirno.site/voicer/)
16:03:48	45886/45886	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:36%20GMT	http://websmirno.site/voicer/img/news-4.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/news-4.jpg	(from http://websmirno.site/voicer/)
16:03:50	45338/45338	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:37%20GMT	http://websmirno.site/voicer/img/news-6.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/news-6.jpg	(from http://websmirno.site/voicer/)
16:03:52	33504/33504	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:17%20GMT	http://websmirno.site/voicer/img/engineer-1.png	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/engineer-1.png	(from http://websmirno.site/voicer/)
16:03:55	39621/39621	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:18%20GMT	http://websmirno.site/voicer/img/engineer-2.png	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/engineer-2.png	(from http://websmirno.site/voicer/)
16:03:55	30515/30515	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:19%20GMT	http://websmirno.site/voicer/img/engineer-3.png	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/engineer-3.png	(from http://websmirno.site/voicer/)
16:04:00	42908/42908	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:20%20GMT	http://websmirno.site/voicer/img/engineer-4.png	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/engineer-4.png	(from http://websmirno.site/voicer/)
16:04:00	34447/34447	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:20%20GMT	http://websmirno.site/voicer/img/engineer-5.png	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/engineer-5.png	(from http://websmirno.site/voicer/)
16:04:03	44018/44018	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:21%20GMT	http://websmirno.site/voicer/img/engineer-6.png	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/engineer-6.png	(from http://websmirno.site/voicer/)
16:04:08	44512/44512	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:22%20GMT	http://websmirno.site/voicer/img/footer_bg.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/footer_bg.jpg	(from http://websmirno.site/voicer/)
16:04:19	243380/243380	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:59:03%20GMT	http://websmirno.site/voicer/img/testimonials-1.jpg	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/img/testimonials-1.jpg	(from http://websmirno.site/voicer/)
16:04:20	86659/86659	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/UpdatedWebsite/MixMe/MixMe2/ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from http://websmirno.site/voicer/)
16:04:21	5023/5023	---M--	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2010:47:52%20GMT	http://websmirno.site/voicer/vendor/lazy-load/jquery.lazy.min.js	C:/UpdatedWebsite/MixMe/MixMe2/websmirno.site/voicer/vendor/lazy-load/jquery.lazy.min.js	(from http://websmirno.site/voicer/)
16:04:27	520714/520714	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-7f20a%22	https://code.jquery.com/ui/1.12.1/jquery-ui.js	C:/UpdatedWebsite/MixMe/MixMe2/code.jquery.com/ui/1.12.1/jquery-ui.js	(from http://websmirno.site/voicer/)
